selected_features,iteration,metric,relevant,value
6,iter16,hypothesis margin,6 relevant,0.453748571428571
7,iter16,hypothesis margin,6 relevant,0.431382857142857
8,iter16,hypothesis margin,6 relevant,0.412062857142857
9,iter16,hypothesis margin,6 relevant,0.397982857142857
10,iter16,hypothesis margin,6 relevant,0.373977142857143
11,iter16,hypothesis margin,6 relevant,0.360937142857143
12,iter16,hypothesis margin,6 relevant,0.34
2,iter17,hypothesis margin,6 relevant,0.02968
3,iter17,hypothesis margin,6 relevant,0.199491428571429
4,iter17,hypothesis margin,6 relevant,0.277354285714286
5,iter17,hypothesis margin,6 relevant,0.360514285714286
6,iter17,hypothesis margin,6 relevant,0.4332
7,iter17,hypothesis margin,6 relevant,0.428125714285714
8,iter17,hypothesis margin,6 relevant,0.402017142857143
9,iter17,hypothesis margin,6 relevant,0.388051428571429
10,iter17,hypothesis margin,6 relevant,0.362285714285714
11,iter17,hypothesis margin,6 relevant,0.34916
12,iter17,hypothesis margin,6 relevant,0.328868571428571
2,iter18,hypothesis margin,6 relevant,0.0186228571428571
3,iter18,hypothesis margin,6 relevant,0.183057142857143
4,iter18,hypothesis margin,6 relevant,0.293937142857143
5,iter18,hypothesis margin,6 relevant,0.377914285714286
6,iter18,hypothesis margin,6 relevant,0.456348571428571
7,iter18,hypothesis margin,6 relevant,0.450194285714286
8,iter18,hypothesis margin,6 relevant,0.424542857142857
9,iter18,hypothesis margin,6 relevant,0.404051428571429
10,iter18,hypothesis margin,6 relevant,0.385217142857143
11,iter18,hypothesis margin,6 relevant,0.362611428571429
12,iter18,hypothesis margin,6 relevant,0.348554285714286
2,iter19,hypothesis margin,6 relevant,0.0252628571428571
3,iter19,hypothesis margin,6 relevant,0.182205714285714
4,iter19,hypothesis margin,6 relevant,0.272314285714286
5,iter19,hypothesis margin,6 relevant,0.344548571428571
6,iter19,hypothesis margin,6 relevant,0.428508571428571
7,iter19,hypothesis margin,6 relevant,0.419971428571429
8,iter19,hypothesis margin,6 relevant,0.396314285714286
9,iter19,hypothesis margin,6 relevant,0.364685714285714
10,iter19,hypothesis margin,6 relevant,0.342434285714286
11,iter19,hypothesis margin,6 relevant,0.330605714285714
12,iter19,hypothesis margin,6 relevant,0.316565714285714
2,iter20,hypothesis margin,6 relevant,0.0363314285714286
3,iter20,hypothesis margin,6 relevant,0.207942857142857
4,iter20,hypothesis margin,6 relevant,0.315771428571429
5,iter20,hypothesis margin,6 relevant,0.395828571428571
6,iter20,hypothesis margin,6 relevant,0.480182857142857
7,iter20,hypothesis margin,6 relevant,0.472445714285714
8,iter20,hypothesis margin,6 relevant,0.449462857142857
9,iter20,hypothesis margin,6 relevant,0.419662857142857
10,iter20,hypothesis margin,6 relevant,0.39456
11,iter20,hypothesis margin,6 relevant,0.37112
12,iter20,hypothesis margin,6 relevant,0.346731428571429
2,iter21,hypothesis margin,6 relevant,0.03608
3,iter21,hypothesis margin,6 relevant,0.172262857142857
4,iter21,hypothesis margin,6 relevant,0.288457142857143
5,iter21,hypothesis margin,6 relevant,0.365485714285714
6,iter21,hypothesis margin,6 relevant,0.43004
7,iter21,hypothesis margin,6 relevant,0.436428571428571
8,iter21,hypothesis margin,6 relevant,0.414308571428571
9,iter21,hypothesis margin,6 relevant,0.385628571428571
10,iter21,hypothesis margin,6 relevant,0.36448
11,iter21,hypothesis margin,6 relevant,0.352097142857143
12,iter21,hypothesis margin,6 relevant,0.334988571428571
2,iter22,hypothesis margin,6 relevant,0.0269771428571429
3,iter22,hypothesis margin,6 relevant,0.19296
4,iter22,hypothesis margin,6 relevant,0.28488
5,iter22,hypothesis margin,6 relevant,0.376542857142857
6,iter22,hypothesis margin,6 relevant,0.446868571428571
7,iter22,hypothesis margin,6 relevant,0.448091428571429
8,iter22,hypothesis margin,6 relevant,0.417234285714286
9,iter22,hypothesis margin,6 relevant,0.385097142857143
10,iter22,hypothesis margin,6 relevant,0.360022857142857
11,iter22,hypothesis margin,6 relevant,0.328737142857143
12,iter22,hypothesis margin,6 relevant,0.317142857142857
2,iter23,hypothesis margin,6 relevant,0.0503371428571429
3,iter23,hypothesis margin,6 relevant,0.19968
4,iter23,hypothesis margin,6 relevant,0.295674285714286
5,iter23,hypothesis margin,6 relevant,0.366074285714286
6,iter23,hypothesis margin,6 relevant,0.451862857142857
7,iter23,hypothesis margin,6 relevant,0.459291428571429
8,iter23,hypothesis margin,6 relevant,0.43184
9,iter23,hypothesis margin,6 relevant,0.408771428571429
10,iter23,hypothesis margin,6 relevant,0.381371428571429
11,iter23,hypothesis margin,6 relevant,0.358457142857143
12,iter23,hypothesis margin,6 relevant,0.342685714285714
2,iter24,hypothesis margin,6 relevant,0.05172
3,iter24,hypothesis margin,6 relevant,0.196742857142857
4,iter24,hypothesis margin,6 relevant,0.301685714285714
5,iter24,hypothesis margin,6 relevant,0.352394285714286
6,iter24,hypothesis margin,6 relevant,0.429485714285714
7,iter24,hypothesis margin,6 relevant,0.427554285714286
8,iter24,hypothesis margin,6 relevant,0.399177142857143
9,iter24,hypothesis margin,6 relevant,0.381691428571429
10,iter24,hypothesis margin,6 relevant,0.353908571428571
11,iter24,hypothesis margin,6 relevant,0.343188571428571
12,iter24,hypothesis margin,6 relevant,0.326485714285714
2,iter25,hypothesis margin,6 relevant,0.0352857142857143
3,iter25,hypothesis margin,6 relevant,0.184657142857143
4,iter25,hypothesis margin,6 relevant,0.30816
5,iter25,hypothesis margin,6 relevant,0.3924
6,iter25,hypothesis margin,6 relevant,0.469617142857143
7,iter25,hypothesis margin,6 relevant,0.464365714285714
8,iter25,hypothesis margin,6 relevant,0.433354285714286
9,iter25,hypothesis margin,6 relevant,0.407891428571429
10,iter25,hypothesis margin,6 relevant,0.380668571428571
11,iter25,hypothesis margin,6 relevant,0.3622
12,iter25,hypothesis margin,6 relevant,0.343085714285714
2,iter26,hypothesis margin,6 relevant,0.0509371428571429
3,iter26,hypothesis margin,6 relevant,0.21492
4,iter26,hypothesis margin,6 relevant,0.309971428571429
5,iter26,hypothesis margin,6 relevant,0.38412
6,iter26,hypothesis margin,6 relevant,0.469257142857143
7,iter26,hypothesis margin,6 relevant,0.454508571428571
8,iter26,hypothesis margin,6 relevant,0.425485714285714
9,iter26,hypothesis margin,6 relevant,0.398645714285714
10,iter26,hypothesis margin,6 relevant,0.374491428571429
11,iter26,hypothesis margin,6 relevant,0.35892
12,iter26,hypothesis margin,6 relevant,0.340822857142857
2,iter27,hypothesis margin,6 relevant,0.0564171428571429
3,iter27,hypothesis margin,6 relevant,0.197788571428571
4,iter27,hypothesis margin,6 relevant,0.296605714285714
5,iter27,hypothesis margin,6 relevant,0.379165714285714
6,iter27,hypothesis margin,6 relevant,0.474405714285714
7,iter27,hypothesis margin,6 relevant,0.464394285714286
8,iter27,hypothesis margin,6 relevant,0.440268571428571
9,iter27,hypothesis margin,6 relevant,0.409628571428571
10,iter27,hypothesis margin,6 relevant,0.385205714285714
11,iter27,hypothesis margin,6 relevant,0.363514285714286
12,iter27,hypothesis margin,6 relevant,0.34216
2,iter28,hypothesis margin,6 relevant,0.04644
3,iter28,hypothesis margin,6 relevant,0.20212
4,iter28,hypothesis margin,6 relevant,0.324834285714286
5,iter28,hypothesis margin,6 relevant,0.393622857142857
6,iter28,hypothesis margin,6 relevant,0.464005714285714
7,iter28,hypothesis margin,6 relevant,0.462154285714286
8,iter28,hypothesis margin,6 relevant,0.43564
9,iter28,hypothesis margin,6 relevant,0.408634285714286
10,iter28,hypothesis margin,6 relevant,0.380051428571429
11,iter28,hypothesis margin,6 relevant,0.363817142857143
12,iter28,hypothesis margin,6 relevant,0.346354285714286
2,iter29,hypothesis margin,6 relevant,0.0867314285714286
3,iter29,hypothesis margin,6 relevant,0.203674285714286
4,iter29,hypothesis margin,6 relevant,0.311845714285714
5,iter29,hypothesis margin,6 relevant,0.386028571428571
6,iter29,hypothesis margin,6 relevant,0.457051428571429
7,iter29,hypothesis margin,6 relevant,0.452851428571429
8,iter29,hypothesis margin,6 relevant,0.418005714285714
9,iter29,hypothesis margin,6 relevant,0.393954285714286
10,iter29,hypothesis margin,6 relevant,0.36884
11,iter29,hypothesis margin,6 relevant,0.352485714285714
12,iter29,hypothesis margin,6 relevant,0.341217142857143
2,iter30,hypothesis margin,6 relevant,0.0319314285714286
3,iter30,hypothesis margin,6 relevant,0.187228571428571
4,iter30,hypothesis margin,6 relevant,0.301628571428571
5,iter30,hypothesis margin,6 relevant,0.39296
6,iter30,hypothesis margin,6 relevant,0.464405714285714
7,iter30,hypothesis margin,6 relevant,0.463222857142857
8,iter30,hypothesis margin,6 relevant,0.432971428571429
9,iter30,hypothesis margin,6 relevant,0.404771428571429
10,iter30,hypothesis margin,6 relevant,0.381885714285714
11,iter30,hypothesis margin,6 relevant,0.361937142857143
12,iter30,hypothesis margin,6 relevant,0.345868571428571
2,iter1,silhouette,7 relevant,0.0181631199594114
3,iter1,silhouette,7 relevant,0.037201719058764
4,iter1,silhouette,7 relevant,0.0544894802959986
5,iter1,silhouette,7 relevant,0.0724161057340004
6,iter1,silhouette,7 relevant,0.089201172523942
7,iter1,silhouette,7 relevant,0.115366329618168
8,iter1,silhouette,7 relevant,0.114293866452112
9,iter1,silhouette,7 relevant,0.113142235695772
10,iter1,silhouette,7 relevant,0.111613541879377
11,iter1,silhouette,7 relevant,0.110615305547824
12,iter1,silhouette,7 relevant,0.109638135533932
2,iter2,silhouette,7 relevant,0.0204037037968499
3,iter2,silhouette,7 relevant,0.039157487726733
4,iter2,silhouette,7 relevant,0.0569408430193645
5,iter2,silhouette,7 relevant,0.0740286173280192
6,iter2,silhouette,7 relevant,0.0911994704430564
7,iter2,silhouette,7 relevant,0.115944856205603
8,iter2,silhouette,7 relevant,0.115626753051179
9,iter2,silhouette,7 relevant,0.115399946639123
10,iter2,silhouette,7 relevant,0.113106954833602
11,iter2,silhouette,7 relevant,0.111885656083299
12,iter2,silhouette,7 relevant,0.11090242471039
2,iter3,silhouette,7 relevant,0.0197303833491488
3,iter3,silhouette,7 relevant,0.0383548547781337
4,iter3,silhouette,7 relevant,0.0563134981803314
5,iter3,silhouette,7 relevant,0.139463154189718
6,iter3,silhouette,7 relevant,0.0904495651316749
7,iter3,silhouette,7 relevant,0.11633017757143
8,iter3,silhouette,7 relevant,0.11595036942027
9,iter3,silhouette,7 relevant,0.114748475789552
10,iter3,silhouette,7 relevant,0.113760432684046
11,iter3,silhouette,7 relevant,0.112727971639418
12,iter3,silhouette,7 relevant,0.11153568255872
2,iter4,silhouette,7 relevant,0.0199013075128322
3,iter4,silhouette,7 relevant,0.03724192876417
4,iter4,silhouette,7 relevant,0.0558824045121935
5,iter4,silhouette,7 relevant,0.0728814481377803
6,iter4,silhouette,7 relevant,0.0892744276689834
7,iter4,silhouette,7 relevant,0.116126010272867
8,iter4,silhouette,7 relevant,0.115782194917295
9,iter4,silhouette,7 relevant,0.114248139498162
10,iter4,silhouette,7 relevant,0.113833894306987
11,iter4,silhouette,7 relevant,0.112800329873707
12,iter4,silhouette,7 relevant,0.111267547097939
2,iter5,silhouette,7 relevant,0.0189709739692366
3,iter5,silhouette,7 relevant,0.0385749761512956
4,iter5,silhouette,7 relevant,0.0553589270170326
5,iter5,silhouette,7 relevant,0.072916275160375
6,iter5,silhouette,7 relevant,0.08920825755246
7,iter5,silhouette,7 relevant,0.116142146298948
8,iter5,silhouette,7 relevant,0.115635452618125
9,iter5,silhouette,7 relevant,0.115101006652776
10,iter5,silhouette,7 relevant,0.113754885811816
11,iter5,silhouette,7 relevant,0.112771785496433
12,iter5,silhouette,7 relevant,0.111128973292302
2,iter6,silhouette,7 relevant,0.0184780579089426
3,iter6,silhouette,7 relevant,0.0360866271069453
4,iter6,silhouette,7 relevant,0.05510595110733
5,iter6,silhouette,7 relevant,0.0717735826714506
6,iter6,silhouette,7 relevant,0.088298658275822
7,iter6,silhouette,7 relevant,0.11416167808458
8,iter6,silhouette,7 relevant,0.113941072703037
9,iter6,silhouette,7 relevant,0.112219667574008
10,iter6,silhouette,7 relevant,0.11158907744795
11,iter6,silhouette,7 relevant,0.1111834140002
12,iter6,silhouette,7 relevant,0.109693378690785
2,iter7,silhouette,7 relevant,0.0182436969128579
3,iter7,silhouette,7 relevant,0.0374288967224093
4,iter7,silhouette,7 relevant,0.0558091427321032
5,iter7,silhouette,7 relevant,0.0727668867149056
6,iter7,silhouette,7 relevant,0.0884273258334377
7,iter7,silhouette,7 relevant,0.116209087916089
8,iter7,silhouette,7 relevant,0.115875248004788
9,iter7,silhouette,7 relevant,0.114455346814944
10,iter7,silhouette,7 relevant,0.113720084417057
11,iter7,silhouette,7 relevant,0.112566210571442
12,iter7,silhouette,7 relevant,0.111311984939989
2,iter8,silhouette,7 relevant,0.0196169412383821
3,iter8,silhouette,7 relevant,0.0379230905264766
4,iter8,silhouette,7 relevant,0.0556986532072348
5,iter8,silhouette,7 relevant,0.0721518508373535
6,iter8,silhouette,7 relevant,0.0890710716517612
7,iter8,silhouette,7 relevant,0.11632595750752
8,iter8,silhouette,7 relevant,0.115875248004788
9,iter8,silhouette,7 relevant,0.113900281297216
10,iter8,silhouette,7 relevant,0.112209962706057
11,iter8,silhouette,7 relevant,0.111994424034611
12,iter8,silhouette,7 relevant,0.11013241627689
2,iter9,silhouette,7 relevant,0.0193150834546856
3,iter9,silhouette,7 relevant,0.0380029510611616
4,iter9,silhouette,7 relevant,0.0552734150788982
5,iter9,silhouette,7 relevant,0.0724092759496431
6,iter9,silhouette,7 relevant,0.0897642369969409
7,iter9,silhouette,7 relevant,0.115057218872806
8,iter9,silhouette,7 relevant,0.114560407708952
9,iter9,silhouette,7 relevant,0.113519744709721
10,iter9,silhouette,7 relevant,0.113021991668071
11,iter9,silhouette,7 relevant,0.111068199241589
12,iter9,silhouette,7 relevant,0.110715353755985
2,iter10,silhouette,7 relevant,0.0179156051256849
3,iter10,silhouette,7 relevant,0.0374062589223315
4,iter10,silhouette,7 relevant,0.0561642591606653
5,iter10,silhouette,7 relevant,0.0728670499063466
6,iter10,silhouette,7 relevant,0.0905775217634114
7,iter10,silhouette,7 relevant,0.117044185639521
8,iter10,silhouette,7 relevant,0.116037587053849
9,iter10,silhouette,7 relevant,0.115211372496418
10,iter10,silhouette,7 relevant,0.114490390168736
11,iter10,silhouette,7 relevant,0.11333457030137
12,iter10,silhouette,7 relevant,0.112104509483239
2,iter11,silhouette,7 relevant,0.0198312836203919
3,iter11,silhouette,7 relevant,0.0380792283032092
4,iter11,silhouette,7 relevant,0.0558246278410208
5,iter11,silhouette,7 relevant,0.0732295934644737
6,iter11,silhouette,7 relevant,0.0894881218850266
7,iter11,silhouette,7 relevant,0.115176681746161
8,iter11,silhouette,7 relevant,0.114506473164686
9,iter11,silhouette,7 relevant,0.113827183439154
10,iter11,silhouette,7 relevant,0.113105949124026
11,iter11,silhouette,7 relevant,0.112116320681344
12,iter11,silhouette,7 relevant,0.109991698680373
2,iter12,silhouette,7 relevant,0.0189068139991179
3,iter12,silhouette,7 relevant,0.0373211146691009
4,iter12,silhouette,7 relevant,0.0562800706500901
5,iter12,silhouette,7 relevant,0.0726888349849259
6,iter12,silhouette,7 relevant,0.0898361335827414
7,iter12,silhouette,7 relevant,0.117132697145927
8,iter12,silhouette,7 relevant,0.116238172751116
9,iter12,silhouette,7 relevant,0.11459857133756
10,iter12,silhouette,7 relevant,0.113393527154963
11,iter12,silhouette,7 relevant,0.112293149589445
12,iter12,silhouette,7 relevant,0.11132455577527
2,iter13,silhouette,7 relevant,0.0205184917526918
3,iter13,silhouette,7 relevant,0.0392914002266411
4,iter13,silhouette,7 relevant,0.0564934799491834
5,iter13,silhouette,7 relevant,0.072921062426413
6,iter13,silhouette,7 relevant,0.0895722542982776
7,iter13,silhouette,7 relevant,0.116002669396176
8,iter13,silhouette,7 relevant,0.114293454360826
9,iter13,silhouette,7 relevant,0.114131457721806
10,iter13,silhouette,7 relevant,0.11286771460585
11,iter13,silhouette,7 relevant,0.111703632284202
12,iter13,silhouette,7 relevant,0.11085544856478
2,iter14,silhouette,7 relevant,0.0198413948584113
3,iter14,silhouette,7 relevant,0.0378122992848282
4,iter14,silhouette,7 relevant,0.0561499324835075
5,iter14,silhouette,7 relevant,0.0727846875012402
6,iter14,silhouette,7 relevant,0.0894844966820618
7,iter14,silhouette,7 relevant,0.114880350023363
8,iter14,silhouette,7 relevant,0.113631704455045
9,iter14,silhouette,7 relevant,0.112877715741558
10,iter14,silhouette,7 relevant,0.112152172329232
11,iter14,silhouette,7 relevant,0.111010504101632
12,iter14,silhouette,7 relevant,0.109793508434124
2,iter15,silhouette,7 relevant,0.0181780470142899
3,iter15,silhouette,7 relevant,0.0371643719001616
4,iter15,silhouette,7 relevant,0.0543748719533813
5,iter15,silhouette,7 relevant,0.0719300178712435
6,iter15,silhouette,7 relevant,0.0887627199124986
7,iter15,silhouette,7 relevant,0.11463798377874
8,iter15,silhouette,7 relevant,0.113753724054391
9,iter15,silhouette,7 relevant,0.112419119292496
10,iter15,silhouette,7 relevant,0.111427679661748
11,iter15,silhouette,7 relevant,0.111703632284202
12,iter15,silhouette,7 relevant,0.108192262337552
2,iter16,silhouette,7 relevant,0.0190798182214264
3,iter16,silhouette,7 relevant,0.0366781044734095
4,iter16,silhouette,7 relevant,0.0553638139077264
5,iter16,silhouette,7 relevant,0.0719561890868128
6,iter16,silhouette,7 relevant,0.0891232159360355
7,iter16,silhouette,7 relevant,0.114910345566554
8,iter16,silhouette,7 relevant,0.113862293644165
9,iter16,silhouette,7 relevant,0.112661773610939
10,iter16,silhouette,7 relevant,0.111955699108197
11,iter16,silhouette,7 relevant,0.110409642083033
12,iter16,silhouette,7 relevant,0.109288521139188
2,iter17,silhouette,7 relevant,0.0194205586277133
3,iter17,silhouette,7 relevant,0.03879124259238
4,iter17,silhouette,7 relevant,0.0573436397060695
5,iter17,silhouette,7 relevant,0.0736346205664173
6,iter17,silhouette,7 relevant,0.0905684988864772
7,iter17,silhouette,7 relevant,0.118212599978751
8,iter17,silhouette,7 relevant,0.117242234159321
9,iter17,silhouette,7 relevant,0.117225971496766
10,iter17,silhouette,7 relevant,0.11565411883341
11,iter17,silhouette,7 relevant,0.113962204743356
12,iter17,silhouette,7 relevant,0.113124818202371
2,iter18,silhouette,7 relevant,0.0192270160147518
3,iter18,silhouette,7 relevant,0.0377448456695876
4,iter18,silhouette,7 relevant,0.0557597741094468
5,iter18,silhouette,7 relevant,0.0722407855035607
6,iter18,silhouette,7 relevant,0.0891871466143485
7,iter18,silhouette,7 relevant,0.115572642070873
8,iter18,silhouette,7 relevant,0.114766052945666
9,iter18,silhouette,7 relevant,0.114721021295819
10,iter18,silhouette,7 relevant,0.113544085340812
11,iter18,silhouette,7 relevant,0.112016852401302
12,iter18,silhouette,7 relevant,0.111336495789045
2,iter19,silhouette,7 relevant,0.0190665410450409
3,iter19,silhouette,7 relevant,0.0382701893942459
4,iter19,silhouette,7 relevant,0.0557737280899964
5,iter19,silhouette,7 relevant,0.0726666890539124
6,iter19,silhouette,7 relevant,0.0890833493278592
7,iter19,silhouette,7 relevant,0.116977181886664
8,iter19,silhouette,7 relevant,0.115927274109803
9,iter19,silhouette,7 relevant,0.115108150198279
10,iter19,silhouette,7 relevant,0.114778704808068
11,iter19,silhouette,7 relevant,0.113405025017866
12,iter19,silhouette,7 relevant,0.111350941245454
2,iter20,silhouette,7 relevant,0.0197872629705261
3,iter20,silhouette,7 relevant,0.0380693647866844
4,iter20,silhouette,7 relevant,0.055570180621621
5,iter20,silhouette,7 relevant,0.0732837355410086
6,iter20,silhouette,7 relevant,0.0898050998949499
7,iter20,silhouette,7 relevant,0.115855451224201
8,iter20,silhouette,7 relevant,0.11503524726237
9,iter20,silhouette,7 relevant,0.114094715516721
10,iter20,silhouette,7 relevant,0.112814988298482
11,iter20,silhouette,7 relevant,0.111552718761803
12,iter20,silhouette,7 relevant,0.109824645209377
2,iter21,silhouette,7 relevant,0.0200089687362125
3,iter21,silhouette,7 relevant,0.0381853688733583
4,iter21,silhouette,7 relevant,0.0548543052607915
5,iter21,silhouette,7 relevant,0.0724261618730778
6,iter21,silhouette,7 relevant,0.0910880345522213
7,iter21,silhouette,7 relevant,0.116250545842566
8,iter21,silhouette,7 relevant,0.115434264610425
9,iter21,silhouette,7 relevant,0.115006607771553
10,iter21,silhouette,7 relevant,0.113799355552798
11,iter21,silhouette,7 relevant,0.112621253220095
12,iter21,silhouette,7 relevant,0.111219364490954
2,iter22,silhouette,7 relevant,0.0188661410546069
3,iter22,silhouette,7 relevant,0.0381860294079905
4,iter22,silhouette,7 relevant,0.0562184516431385
5,iter22,silhouette,7 relevant,0.0735797321349567
6,iter22,silhouette,7 relevant,0.0909722053652799
7,iter22,silhouette,7 relevant,0.117657509516317
8,iter22,silhouette,7 relevant,0.116367697520496
9,iter22,silhouette,7 relevant,0.116468013029903
10,iter22,silhouette,7 relevant,0.114778704808068
11,iter22,silhouette,7 relevant,0.114191054993849
12,iter22,silhouette,7 relevant,0.112701239084628
2,iter23,silhouette,7 relevant,0.0202691058027199
3,iter23,silhouette,7 relevant,0.0386071225757097
4,iter23,silhouette,7 relevant,0.0560486729828441
5,iter23,silhouette,7 relevant,0.0730840626888395
6,iter23,silhouette,7 relevant,0.0899342391870386
7,iter23,silhouette,7 relevant,0.116152551758014
8,iter23,silhouette,7 relevant,0.114592207025944
9,iter23,silhouette,7 relevant,0.114442540929007
10,iter23,silhouette,7 relevant,0.112865581185266
11,iter23,silhouette,7 relevant,0.111853584427077
12,iter23,silhouette,7 relevant,0.111608453951781
2,iter24,silhouette,7 relevant,0.018796065999976
3,iter24,silhouette,7 relevant,0.0373302746302328
4,iter24,silhouette,7 relevant,0.0554207800784271
5,iter24,silhouette,7 relevant,0.0721643612543816
6,iter24,silhouette,7 relevant,0.0894262687595311
7,iter24,silhouette,7 relevant,0.115986795286928
8,iter24,silhouette,7 relevant,0.115979946974396
9,iter24,silhouette,7 relevant,0.114276369848777
10,iter24,silhouette,7 relevant,0.11382165562744
11,iter24,silhouette,7 relevant,0.112949230089268
12,iter24,silhouette,7 relevant,0.110654332407359
2,iter25,silhouette,7 relevant,0.0190077706175979
3,iter25,silhouette,7 relevant,0.037606923733401
4,iter25,silhouette,7 relevant,0.0568070629249675
5,iter25,silhouette,7 relevant,0.0728905843160971
6,iter25,silhouette,7 relevant,0.0909887087336
7,iter25,silhouette,7 relevant,0.117808855688392
8,iter25,silhouette,7 relevant,0.121555467232503
9,iter25,silhouette,7 relevant,0.116030410659428
10,iter25,silhouette,7 relevant,0.114852185928262
11,iter25,silhouette,7 relevant,0.114704548503615
12,iter25,silhouette,7 relevant,0.113051285108779
2,iter26,silhouette,7 relevant,0.0192183458584535
3,iter26,silhouette,7 relevant,0.038029124605869
4,iter26,silhouette,7 relevant,0.0555348026207421
5,iter26,silhouette,7 relevant,0.073784649006935
6,iter26,silhouette,7 relevant,0.0908187459101521
7,iter26,silhouette,7 relevant,0.115625544776823
8,iter26,silhouette,7 relevant,0.114990410938314
9,iter26,silhouette,7 relevant,0.11432511978601
10,iter26,silhouette,7 relevant,0.112884446520727
11,iter26,silhouette,7 relevant,0.11155067380975
12,iter26,silhouette,7 relevant,0.110990003691252
2,iter27,silhouette,7 relevant,0.0196100790121348
3,iter27,silhouette,7 relevant,0.0381398966868392
4,iter27,silhouette,7 relevant,0.0564836377734944
5,iter27,silhouette,7 relevant,0.0730464599694369
6,iter27,silhouette,7 relevant,0.0894891729721427
7,iter27,silhouette,7 relevant,0.115425451975247
8,iter27,silhouette,7 relevant,0.11444712481844
9,iter27,silhouette,7 relevant,0.114384819559401
10,iter27,silhouette,7 relevant,0.113037622359193
11,iter27,silhouette,7 relevant,0.112426575211974
12,iter27,silhouette,7 relevant,0.11092265243062
2,iter28,silhouette,7 relevant,0.0204259035262256
3,iter28,silhouette,7 relevant,0.0394711605063841
4,iter28,silhouette,7 relevant,0.0571185174765999
5,iter28,silhouette,7 relevant,0.0732106893338744
6,iter28,silhouette,7 relevant,0.0897249880106092
7,iter28,silhouette,7 relevant,0.118018540417918
8,iter28,silhouette,7 relevant,0.117006375403538
9,iter28,silhouette,7 relevant,0.116454660758751
10,iter28,silhouette,7 relevant,0.114910242995976
11,iter28,silhouette,7 relevant,0.11386462330721
12,iter28,silhouette,7 relevant,0.113120491276648
2,iter29,silhouette,7 relevant,0.019647501784182
3,iter29,silhouette,7 relevant,0.0380771724133983
4,iter29,silhouette,7 relevant,0.0563793015303362
5,iter29,silhouette,7 relevant,0.0724094018987606
6,iter29,silhouette,7 relevant,0.0898207669150468
7,iter29,silhouette,7 relevant,0.117203059655865
8,iter29,silhouette,7 relevant,0.11663342039324
9,iter29,silhouette,7 relevant,0.115533430447344
10,iter29,silhouette,7 relevant,0.11419926420759
11,iter29,silhouette,7 relevant,0.113279626490647
12,iter29,silhouette,7 relevant,0.112130818044
2,iter30,silhouette,7 relevant,0.0191856803194529
3,iter30,silhouette,7 relevant,0.0373239584457794
4,iter30,silhouette,7 relevant,0.0562141539521076
5,iter30,silhouette,7 relevant,0.0722731182741494
6,iter30,silhouette,7 relevant,0.0911252525494054
7,iter30,silhouette,7 relevant,0.117276176115437
8,iter30,silhouette,7 relevant,0.11648004362381
9,iter30,silhouette,7 relevant,0.115148530569794
10,iter30,silhouette,7 relevant,0.113037622359193
11,iter30,silhouette,7 relevant,0.113753361631077
12,iter30,silhouette,7 relevant,0.113082500350071
2,iter1,separability index,7 relevant,0.34
3,iter1,separability index,7 relevant,0.475
4,iter1,separability index,7 relevant,0.585
5,iter1,separability index,7 relevant,0.725
6,iter1,separability index,7 relevant,0.86
7,iter1,separability index,7 relevant,0.975
8,iter1,separability index,7 relevant,0.97
9,iter1,separability index,7 relevant,0.965
10,iter1,separability index,7 relevant,0.965
11,iter1,separability index,7 relevant,0.9625
12,iter1,separability index,7 relevant,0.965
2,iter2,separability index,7 relevant,0.37
3,iter2,separability index,7 relevant,0.5025
4,iter2,separability index,7 relevant,0.635
5,iter2,separability index,7 relevant,0.7575
6,iter2,separability index,7 relevant,0.8875
7,iter2,separability index,7 relevant,0.9725
8,iter2,separability index,7 relevant,0.9825
9,iter2,separability index,7 relevant,0.98
10,iter2,separability index,7 relevant,0.975
11,iter2,separability index,7 relevant,0.9775
12,iter2,separability index,7 relevant,0.97
2,iter3,separability index,7 relevant,0.355
3,iter3,separability index,7 relevant,0.4875
4,iter3,separability index,7 relevant,0.6325
5,iter3,separability index,7 relevant,0.7475
6,iter3,separability index,7 relevant,0.885
7,iter3,separability index,7 relevant,0.9825
8,iter3,separability index,7 relevant,0.9875
9,iter3,separability index,7 relevant,0.99
10,iter3,separability index,7 relevant,0.995
11,iter3,separability index,7 relevant,0.99
12,iter3,separability index,7 relevant,0.985
2,iter4,separability index,7 relevant,0.4075
3,iter4,separability index,7 relevant,0.515
4,iter4,separability index,7 relevant,0.6175
5,iter4,separability index,7 relevant,0.725
6,iter4,separability index,7 relevant,0.845
7,iter4,separability index,7 relevant,0.9875
8,iter4,separability index,7 relevant,0.9925
9,iter4,separability index,7 relevant,0.99
10,iter4,separability index,7 relevant,0.9925
11,iter4,separability index,7 relevant,0.9925
12,iter4,separability index,7 relevant,0.9875
2,iter5,separability index,7 relevant,0.3775
3,iter5,separability index,7 relevant,0.5
4,iter5,separability index,7 relevant,0.615
5,iter5,separability index,7 relevant,0.7425
6,iter5,separability index,7 relevant,0.8625
7,iter5,separability index,7 relevant,0.98
8,iter5,separability index,7 relevant,0.9775
9,iter5,separability index,7 relevant,0.9825
10,iter5,separability index,7 relevant,0.98
11,iter5,separability index,7 relevant,0.9825
12,iter5,separability index,7 relevant,0.98
2,iter6,separability index,7 relevant,0.3575
